Crop,Model,R²,MSE,RMSE,MAE
Other Cereals,MLP,0.1667042414309437,0.0871751878366917,0.2952544459219737,0.2051639573878625
Cowpea(Lobia),Random Forest,0.7518323184845495,0.0527994019436332,0.2297812045047055,0.1666965626939698
Cowpea(Lobia),Gradient Boosting,0.7391518677690498,0.0554972561124985,0.2355785561389206,0.1676470745804127
Cowpea(Lobia),XGBoost,0.7209684526998388,0.0593659042583185,0.2436511938372529,0.1854754116485111
Cowpea(Lobia),CatBoost,0.7381131037986399,0.0557182603789015,0.236047157108281,0.1744338129515153
Cowpea(Lobia),SVM,0.7943827529086644,0.04374650079101,0.2091566417568661,0.1356195126046291
Cowpea(Lobia),MLP,0.8254528585033751,0.0371361195209407,0.1927073416373666,0.1432983263333602
Moth,Random Forest,0.6243485628400127,0.0235715288887193,0.153530221418193,0.1183630167560958
Moth,Gradient Boosting,0.606616741926573,0.0246841723862943,0.1571119740385637,0.1213264591514978
Moth,XGBoost,0.4431666118830046,0.034940407504985,0.1869235338446848,0.1399507878121225
Moth,CatBoost,0.6391456524603798,0.0226430351017864,0.150476028329387,0.116747571185736
Moth,SVM,0.7242207298808693,0.0173047096043838,0.1315473663909082,0.0955533181065886
Moth,MLP,0.7243508338010582,0.0172965457907792,0.1315163327909475,0.0972037865250971
